cat,year,type,count,killed
2,2014,19,345,0
2,2014,8,345,0
2,2014,7,159,0
2,2014,17,361,0
2,2014,10,223,0
2,2014,6,60,0
2,2014,13,18,0
2,2014,16,48,0
2,2014,11,13,0
2,2014,9,21,0
2,2014,18,6,0
2,2015,8,291,0
2,2015,15,403,0
2,2015,17,318,0
2,2015,1,1128,0
2,2015,14,4154,0
2,2015,2,1154,0
2,2015,3,2121,0
2,2015,4,2949,0
2,2015,19,389,0
2,2015,20,947,0
2,2015,7,151,0
2,2015,10,161,0
2,2015,21,256,0
2,2015,12,59,0
2,2015,22,256,0
2,2015,16,46,0
2,2015,9,17,0
2,2015,6,34,0
2,2015,11,7,0
2,2015,13,19,0
2,2015,18,5,0
2,2015,5,5,0
2,2016,14,4380,0
2,2016,3,1698,0
2,2016,1,926,0
2,2016,4,2586,0
2,2016,12,47,0
2,2016,10,139,0
2,2016,22,82,0
2,2016,2,1016,0
2,2016,8,214,0
2,2016,20,1064,0
2,2016,7,92,0
2,2016,19,227,0
2,2016,15,296,0
2,2016,9,11,0
2,2016,17,315,0
2,2016,21,348,0
2,2016,18,8,0
2,2016,6,28,0
2,2016,11,32,0
2,2016,16,46,0
2,2016,13,14,0
2,2016,5,1,0
2,2017,1,766,0
2,2017,3,1544,0
2,2017,15,234,0
2,2017,4,2353,0
2,2017,8,157,0
2,2017,14,2973,0
2,2017,20,995,0
2,2017,2,943,0
2,2017,19,137,0
2,2017,17,176,0
2,2017,22,147,0
2,2017,11,14,0
2,2017,7,97,0
2,2017,10,130,0
2,2017,21,148,0
2,2017,12,51,0
2,2017,6,10,0
2,2017,16,30,0
2,2017,9,11,0
2,2017,13,7,0
2,2017,18,11,0
2,2017,5,1,0
2,2018,14,2689,0
2,2018,1,590,0
2,2018,3,1497,0
2,2018,4,1968,0
2,2018,2,976,0
2,2018,20,547,0
2,2018,15,248,0
2,2018,22,92,0
2,2018,8,168,0
2,2018,7,87,0
2,2018,19,127,0
2,2018,11,17,0
2,2018,17,166,0
2,2018,16,40,0
2,2018,21,131,0
2,2018,10,115,0
2,2018,12,48,0
2,2018,6,21,0
2,2018,13,11,0
2,2018,18,9,0
2,2018,9,13,0
2,2018,5,1,0
3,1970,13,43,0
3,1970,6,337,0
3,1970,8,176,0
3,1970,5,80,0
3,1970,2,3,0
3,1970,9,2,0
3,1970,11,1,0
3,1970,10,1,0
3,1971,8,92,0
3,1971,6,241,0
3,1971,13,26,0
3,1971,5,101,0
3,1971,9,2,0
3,1971,2,1,0
3,1972,6,255,0
3,1972,13,20,0
3,1972,5,248,0
3,1972,8,22,0
3,1972,9,5,0
3,1972,7,1,0
3,1973,5,201,0
3,1973,13,43,0
3,1973,8,49,0
3,1973,6,161,0
3,1973,2,4,0
3,1973,9,7,0
3,1974,13,36,0
3,1974,6,296,0
3,1974,5,190,0
3,1974,8,43,0
3,1974,3,1,0
3,1974,9,6,0
3,1974,2,4,0
3,1974,7,1,0
3,1975,6,373,0
3,1975,8,74,0
3,1975,5,246,0
3,1975,13,28,0
3,1975,9,3,0
3,1975,2,3,0
3,1976,13,47,0
3,1976,6,410,0
3,1976,5,272,0
3,1976,8,155,0
3,1976,2,2,0
3,1976,9,13,0
3,1976,12,1,0
3,1977,6,629,0
3,1977,5,311,0
3,1977,13,82,0
3,1977,8,262,0
3,1977,9,7,0
3,1977,2,1,0
3,1978,13,153,0
3,1978,8,206,0
3,1978,6,638,0
3,1978,5,435,0
3,1978,9,19,0
3,1978,2,2,0
3,1978,11,2,0
3,1979,13,413,0
3,1979,6,1050,0
3,1979,5,833,0
3,1979,8,208,0
3,1979,9,16,0
3,1979,7,1,0
3,1979,12,4,0
3,1979,11,2,0
3,1979,2,4,0
3,1979,3,1,0
3,1979,10,1,0
3,1980,6,956,0
3,1980,13,332,0
3,1980,5,1090,0
3,1980,8,170,0
3,1980,9,8,0
3,1980,7,1,0
3,1980,12,1,0
3,1980,2,2,0
3,1981,13,268,0
3,1981,6,1045,0
3,1981,5,1008,0
3,1981,8,137,0
3,1981,9,6,0
3,1981,11,5,0
3,1981,1,1,0
3,1982,6,1072,0
3,1982,13,246,0
3,1982,5,885,0
3,1982,8,183,0
3,1982,9,19,0
3,1982,12,2,0
3,1982,11,1,0
3,1983,6,1176,0
3,1983,8,118,0
3,1983,5,1068,0
3,1983,13,294,0
3,1983,9,14,0
3,1984,13,345,0
3,1984,6,1604,0
3,1984,8,165,0
3,1984,5,1048,0
3,1984,9,20,0
3,1984,11,5,0
3,1984,2,3,0
3,1984,10,3,0
3,1984,1,4,0
3,1984,12,1,0
3,1985,6,1404,0
3,1985,13,292,0
3,1985,5,822,0
3,1985,8,150,0
3,1985,9,10,0
3,1985,3,1,0
3,1985,10,1,0
3,1986,13,356,0
3,1986,6,1409,0
3,1986,5,719,0
3,1986,9,22,0
3,1986,8,169,0
3,1986,11,2,0
3,1986,10,1,0
3,1986,2,1,0
3,1987,13,308,0
3,1987,6,1352,0
3,1987,5,1142,0
3,1987,8,170,0
3,1987,9,11,0
3,1987,10,1,0
3,1987,2,2,0
3,1987,11,2,0
3,1988,6,1594,0
3,1988,5,1531,0
3,1988,13,146,0
3,1988,8,168,0
3,1988,9,23,0
3,1988,10,1,0
3,1988,2,3,0
3,1988,11,3,0
3,1988,12,1,0
3,1989,8,307,0
3,1989,5,1822,0
3,1989,6,1835,0
3,1989,13,91,0
3,1989,9,86,0
3,1989,12,1,0
3,1989,11,1,0
3,1989,10,1,0
3,1989,2,3,0
3,1990,5,1539,0
3,1990,6,1688,0
3,1990,13,42,0
3,1990,8,280,0
3,1990,9,89,0
3,1990,2,2,0
3,1990,11,4,0
3,1990,1,2,0
3,1990,10,1,0
3,1990,12,1,0
3,1991,5,1858,0
3,1991,6,1926,0
3,1991,8,382,0
3,1991,13,123,0
3,1991,12,5,0
3,1991,7,2,0
3,1991,9,100,0
3,1991,10,4,0
3,1991,2,4,0
3,1992,6,1691,0
3,1992,5,2009,0
3,1992,8,532,0
3,1992,13,328,0
3,1992,9,251,0
3,1992,2,4,0
3,1992,12,9,0
3,1992,10,4,0
3,1992,11,3,0
3,1993,5,1,0
3,1994,6,869,0
3,1994,5,908,0
3,1994,13,452,0
3,1994,8,216,0
3,1994,9,121,0
3,1994,10,4,0
3,1994,12,2,0
3,1994,2,4,0
3,1994,7,1,0
3,1995,8,487,0
3,1995,2,13,0
3,1995,6,740,0
3,1995,13,415,0
3,1995,5,1080,0
3,1995,9,177,0
3,1995,7,5,0
3,1995,12,2,0
3,1995,11,1,0
3,1996,6,1204,0
3,1996,5,845,0
3,1996,8,348,0
3,1996,13,409,0
3,1996,9,95,0
3,1996,7,5,0
3,1996,10,3,0
3,1997,5,937,0
3,1997,8,204,0
3,1997,6,1095,0
3,1997,13,569,0
3,1997,9,185,0
3,1997,10,2,0
3,1997,2,5,0
3,1997,7,1,0
3,1998,5,241,0
3,1998,6,502,0
3,1998,9,42,0
3,1998,8,61,0
3,1998,13,32,0
3,1998,7,1,0
3,1998,2,10,0
3,1998,11,2,0
3,1999,9,47,0
3,1999,5,417,0
3,1999,6,626,0
3,1999,8,146,0
3,1999,13,82,0
3,1999,2,7,0
3,1999,12,13,0
3,1999,10,1,0
3,1999,11,1,0
3,2000,5,545,0
3,2000,6,929,0
3,2000,8,134,0
3,2000,13,101,0
3,2000,9,52,0
3,2000,2,7,0
3,2000,11,2,0
3,2000,3,10,0
3,2000,12,1,0
3,2000,7,1,0
3,2001,13,110,0
3,2001,6,817,0
3,2001,8,139,0
3,2001,5,733,0
3,2001,9,55,0
3,2001,2,10,0
3,2001,10,5,0
3,2001,11,3,0
3,2001,12,1,0
3,2001,1,17,0
3,2002,6,712,0
3,2002,5,410,0
3,2002,8,85,0
3,2002,13,56,0
3,2002,10,1,0
3,2002,9,34,0
3,2002,2,9,0
3,2002,12,2,0
3,2003,5,382,0
3,2003,6,697,0
3,2003,8,89,0
3,2003,9,29,0
3,2003,13,42,0
3,2003,12,1,0
3,2003,7,2,0
3,2003,2,15,0
3,2003,10,2,0
3,2003,11,2,0
3,2003,1,2,0
3,2004,5,361,0
3,2004,6,683,0
3,2004,8,28,0
3,2004,13,47,0
3,2004,9,14,0
3,2004,1,1,0
3,2004,2,2,0
3,2004,10,1,0
3,2005,6,1061,0
3,2005,5,724,0
3,2005,13,89,0
3,2005,8,71,0
3,2005,9,35,0
3,2005,1,1,0
3,2005,2,1,0
3,2005,7,1,0
3,2005,11,1,0
3,2006,8,93,0
3,2006,6,1501,0
3,2006,5,954,0
3,2006,9,60,0
3,2006,13,103,0
3,2006,11,1,0
3,2006,10,2,0
3,2006,12,2,0
3,2007,5,1083,0
3,2007,6,1862,0
3,2007,8,85,0
3,2007,13,92,0
3,2007,9,56,0
3,2007,2,9,0
3,2007,11,8,0
3,2007,12,2,0
3,2008,5,1289,0
3,2008,8,260,0
3,2008,6,2739,0
3,2008,13,338,0
3,2008,9,104,0
3,2008,12,4,0
3,2008,2,9,0
3,2008,11,10,0
3,2008,10,1,0
3,2008,7,1,0
3,2009,6,2665,0
3,2009,5,1265,0
3,2009,9,72,0
3,2009,13,331,0
3,2009,8,351,0
3,2009,12,5,0
3,2009,10,2,0
3,2009,2,8,0
3,2009,11,8,0
3,2010,6,2713,0
3,2010,13,347,0
3,2010,5,1366,0
3,2010,8,274,0
3,2010,9,99,0
3,2010,2,8,0
3,2010,10,3,0
3,2010,11,6,0
3,2010,7,2,0
3,2010,1,1,0
3,2011,6,2743,0
3,2011,5,1622,0
3,2011,8,209,0
3,2011,9,123,0
3,2011,13,327,0
3,2011,7,1,0
3,2011,11,18,0
3,2011,2,1,0
3,2011,10,4,0
3,2011,1,1,0
3,2011,12,2,0
3,2012,6,5386,0
3,2012,5,2484,0
3,2012,8,264,0
3,2012,13,264,0
3,2012,9,53,0
3,2012,11,4,0
3,2012,2,15,0
3,2012,10,4,0
3,2012,12,2,0
3,2013,6,7222,0
3,2013,5,3622,0
3,2013,8,501,0
3,2013,13,455,0
3,2013,9,99,0
3,2013,2,14,0
3,2013,12,7,0
3,2013,10,2,0
3,2013,1,3,0
3,2013,11,5,0
3,2014,6,9471,0
3,2014,13,1406,0
3,2014,5,5023,0
3,2014,9,214,0
3,2014,8,638,0
3,2014,7,2,0
3,2014,12,14,0
3,2014,10,10,0
3,2014,2,18,0
3,2014,11,1,0
3,2015,6,8355,0
3,2015,8,697,0
3,2015,5,3930,0
3,2015,9,387,0
3,2015,13,1426,0
3,2015,11,10,0
3,2015,2,23,0
3,2015,10,34,0
3,2015,12,8,0
3,2016,6,7608,0
3,2016,5,3472,0
3,2016,9,336,0
3,2016,10,14,0
3,2016,8,629,0
3,2016,13,1464,0
3,2016,2,32,0
3,2016,12,9,0
3,2016,11,6,0
3,2017,5,3152,0
3,2017,6,5471,0
3,2017,13,1267,0
3,2017,9,309,0
3,2017,2,28,0
3,2017,8,662,0
3,2017,10,23,0
3,2017,7,1,0
3,2017,11,11,0
3,2017,12,11,0
3,2018,6,3910,0
3,2018,5,3294,0
3,2018,8,642,0
3,2018,9,243,0
3,2018,13,1415,0
3,2018,12,13,0
3,2018,10,16,0
3,2018,11,17,0
3,2018,2,11,0
4,1970,1,0,17
4,1970,6,0,10
4,1970,3,0,60
4,1970,7,0,9
4,1970,2,0,36
4,1970,4,0,1
4,1970,9,0,3
4,1970,8,0,0
4,1970,5,0,0
4,1971,7,0,1
4,1971,3,0,79
4,1971,6,0,1
4,1971,1,0,73
4,1971,2,0,14
4,1971,4,0,0
4,1971,9,0,4
4,1971,5,0,0
4,1972,3,0,255
4,1972,6,0,12
4,1972,2,0,58
4,1972,1,0,208
4,1972,7,0,1
4,1972,4,0,5
4,1972,5,0,0
4,1972,9,0,1
4,1973,1,0,169
4,1973,2,0,41
4,1973,6,0,11
4,1973,3,0,75
4,1973,7,0,0
4,1973,5,0,38
4,1973,8,0,0
4,1973,9,0,0
4,1973,4,0,34
4,1974,6,0,13
4,1974,3,0,286
4,1974,1,0,161
4,1974,7,0,0
4,1974,2,0,33
4,1974,4,0,1
4,1974,5,0,35
4,1974,8,0,1
4,1974,9,0,7
4,1975,3,0,136
4,1975,2,0,224
4,1975,1,0,210
4,1975,5,0,35
4,1975,7,0,0
4,1975,6,0,8
4,1975,4,0,0
4,1975,9,0,2
4,1976,9,0,2
4,1976,3,0,215
4,1976,2,0,141
4,1976,1,0,232
4,1976,7,0,6
4,1976,6,0,8
4,1976,8,0,0
4,1976,4,0,27
4,1976,5,0,16
4,1977,3,0,31
4,1977,1,0,133
4,1977,6,0,20
4,1977,7,0,2
4,1977,2,0,137
4,1977,9,0,10
4,1977,5,0,1
4,1977,4,0,107
4,1978,6,0,21
4,1978,7,0,434
4,1978,3,0,317
4,1978,1,0,247
4,1978,5,0,52
4,1978,2,0,256
4,1978,8,0,7
4,1978,9,0,48
4,1979,9,0,143
4,1979,3,0,543
4,1979,6,0,79
4,1979,1,0,481
4,1979,2,0,511
4,1979,5,0,13
4,1979,7,0,40
4,1979,4,0,0
4,1979,8,0,3
4,1980,3,0,713
4,1980,1,0,693
4,1980,2,0,2456
4,1980,5,0,9
4,1980,9,0,166
4,1980,6,0,99
4,1980,7,0,18
4,1980,4,0,0
4,1980,8,0,5
4,1981,1,0,452
4,1981,6,0,47
4,1981,3,0,987
4,1981,2,0,2769
4,1981,7,0,23
4,1981,9,0,226
4,1981,8,0,1
4,1981,5,0,8
4,1981,4,0,9
4,1982,3,0,833
4,1982,9,0,149
4,1982,7,0,15
4,1982,5,0,26
4,1982,2,0,3236
4,1982,6,0,31
4,1982,1,0,589
4,1982,4,0,2
4,1982,8,0,2
4,1983,3,0,1556
4,1983,7,0,19
4,1983,9,0,357
4,1983,1,0,454
4,1983,2,0,5532
4,1983,5,0,1
4,1983,6,0,26
4,1983,4,0,0
4,1983,8,0,0
4,1984,1,0,535
4,1984,3,0,1488
4,1984,2,0,5218
4,1984,5,0,201
4,1984,7,0,85
4,1984,9,0,922
4,1984,6,0,47
4,1984,4,0,26
4,1984,8,0,0
4,1985,3,0,1786
4,1985,9,0,269
4,1985,2,0,3297
4,1985,7,0,79
4,1985,1,0,371
4,1985,6,0,30
4,1985,5,0,19
4,1985,4,0,83
4,1985,8,0,5
4,1986,3,0,1040
4,1986,2,0,1711
4,1986,1,0,446
4,1986,5,0,2
4,1986,6,0,137
4,1986,8,0,3
4,1986,7,0,309
4,1986,9,0,839
4,1986,4,0,84
4,1987,9,0,471
4,1987,3,0,1662
4,1987,2,0,3180
4,1987,1,0,678
4,1987,7,0,5
4,1987,6,0,16
4,1987,5,0,6
4,1987,8,0,21
4,1987,4,0,1
4,1988,3,0,1642
4,1988,2,0,3275
4,1988,1,0,1126
4,1988,6,0,73
4,1988,9,0,87
4,1988,7,0,28
4,1988,5,0,0
4,1988,8,0,1
4,1988,4,0,6
4,1989,7,0,16
4,1989,1,0,1305
4,1989,2,0,4365
4,1989,3,0,1660
4,1989,6,0,94
4,1989,5,0,21
4,1989,9,0,38
4,1989,8,0,18
4,1989,4,0,3
4,1990,6,0,371
4,1990,3,0,976
4,1990,1,0,1094
4,1990,2,0,3937
4,1990,7,0,9
4,1990,9,0,52
4,1990,5,0,0
4,1990,4,0,10
4,1990,8,0,21
4,1991,1,0,928
4,1991,2,0,5105
4,1991,3,0,1455
4,1991,7,0,39
4,1991,6,0,106
4,1991,5,0,11
4,1991,4,0,5
4,1991,9,0,39
4,1991,8,0,5
4,1992,1,0,1459
4,1992,2,0,5124
4,1992,3,0,1554
4,1992,7,0,116
4,1992,9,0,196
4,1992,8,0,5
4,1992,6,0,46
4,1992,5,0,6
4,1992,4,0,3
4,1993,1,0,0
4,1994,3,0,1057
4,1994,1,0,769
4,1994,9,0,622
4,1994,7,0,24
4,1994,5,0,56
4,1994,2,0,3338
4,1994,8,0,38
4,1994,6,0,104
4,1994,4,0,13
4,1995,7,0,35
4,1995,1,0,831
4,1995,3,0,1629
4,1995,9,0,746
4,1995,2,0,2098
4,1995,4,0,11
4,1995,6,0,76
4,1995,8,0,20
4,1995,5,0,244
4,1996,3,0,1600
4,1996,1,0,778
4,1996,2,0,2081
4,1996,7,0,16
4,1996,9,0,1298
4,1996,4,0,5
4,1996,6,0,89
4,1996,5,0,147
4,1996,8,0,11
4,1997,2,0,5387
4,1997,7,0,44
4,1997,3,0,1627
4,1997,1,0,642
4,1997,9,0,2070
4,1997,4,0,0
4,1997,6,0,78
4,1997,8,0,7
4,1997,5,0,4
4,1998,2,0,1989
4,1998,3,0,1410
4,1998,7,0,39
4,1998,9,0,475
4,1998,1,0,40
4,1998,6,0,63
4,1998,8,0,101
4,1998,4,0,1
4,1999,2,0,1730
4,1999,3,0,1081
4,1999,1,0,74
4,1999,8,0,68
4,1999,6,0,93
4,1999,7,0,29
4,1999,5,0,0
4,1999,4,0,7
4,1999,9,0,169
4,2000,2,0,1939
4,2000,6,0,207
4,2000,3,0,1252
4,2000,7,0,152
4,2000,9,0,354
4,2000,8,0,201
4,2000,1,0,210
4,2000,4,0,0
4,2000,5,0,0
4,2001,9,0,372
4,2001,3,0,986
4,2001,6,0,256
4,2001,7,0,133
4,2001,2,0,2457
4,2001,1,0,143
4,2001,4,0,3008
4,2001,8,0,20
4,2001,5,0,17
4,2002,3,0,1737
4,2002,2,0,2296
4,2002,6,0,97
4,2002,7,0,1
4,2002,1,0,109
4,2002,4,0,6
4,2002,9,0,248
4,2002,8,0,10
4,2002,5,0,170
4,2003,2,0,1297
4,2003,3,0,1668
4,2003,7,0,2
4,2003,6,0,56
4,2003,1,0,137
4,2003,9,0,115
4,2003,8,0,13
4,2003,4,0,0
4,2003,5,0,6
4,2004,6,0,52
4,2004,3,0,3103
4,2004,2,0,1704
4,2004,1,0,163
4,2004,9,0,193
4,2004,7,0,28
4,2004,8,0,0
4,2004,5,0,370
4,2004,4,0,46
4,2005,3,0,3867
4,2005,2,0,1697
4,2005,9,0,173
4,2005,1,0,349
4,2005,7,0,16
4,2005,6,0,133
4,2005,4,0,12
4,2005,8,0,4
4,2006,7,0,67
4,2006,3,0,5858
4,2006,2,0,2592
4,2006,1,0,242
4,2006,6,0,251
4,2006,9,0,155
4,2006,8,0,2
4,2006,5,0,1
4,2006,4,0,0
4,2007,6,0,439
4,2007,3,0,8662
4,2007,7,0,117
4,2007,9,0,161
4,2007,2,0,3097
4,2007,1,0,190
4,2007,4,0,1
4,2007,8,0,2
4,2007,5,0,10
4,2008,2,0,2813
4,2008,3,0,5257
4,2008,1,0,365
4,2008,6,0,229
4,2008,7,0,37
4,2008,9,0,226
4,2008,5,0,109
4,2008,4,0,23
4,2008,8,0,13
4,2009,3,0,5066
4,2009,2,0,2259
4,2009,8,0,9
4,2009,1,0,415
4,2009,9,0,691
4,2009,6,0,364
4,2009,7,0,447
4,2009,5,0,0
4,2009,4,0,2
4,2010,3,0,4391
4,2010,6,0,273
4,2010,2,0,2079
4,2010,1,0,479
4,2010,7,0,34
4,2010,9,0,396
4,2010,4,0,1
4,2010,5,0,149
4,2010,8,0,7
4,2011,3,0,4585
4,2011,1,0,481
4,2011,7,0,46
4,2011,2,0,2477
4,2011,6,0,274
4,2011,4,0,2
4,2011,9,0,338
4,2011,8,0,6
4,2011,5,0,7
4,2012,3,0,8175
4,2012,2,0,5208
4,2012,6,0,646
4,2012,1,0,553
4,2012,7,0,88
4,2012,9,0,715
4,2012,4,0,0
4,2012,8,0,9
4,2012,5,0,65
4,2013,3,0,12240
4,2013,2,0,7290
4,2013,1,0,831
4,2013,6,0,840
4,2013,7,0,139
4,2013,8,0,2
4,2013,9,0,544
4,2013,5,0,262
4,2013,4,0,13
4,2014,3,0,15506
4,2014,6,0,7807
4,2014,2,0,15784
4,2014,9,0,3325
4,2014,1,0,987
4,2014,7,0,372
4,2014,5,0,434
4,2014,8,0,34
4,2014,4,0,27
4,2015,3,0,17040
4,2015,7,0,94
4,2015,1,0,1231
4,2015,2,0,11691
4,2015,6,0,3169
4,2015,9,0,4687
4,2015,5,0,712
4,2015,4,0,56
4,2015,8,0,32
4,2016,3,0,16009
4,2016,6,0,4602
4,2016,2,0,8354
4,2016,8,0,30
4,2016,7,0,191
4,2016,1,0,929
4,2016,9,0,4313
4,2016,5,0,381
4,2016,4,0,27
4,2017,2,0,6735
4,2017,3,0,11801
4,2017,9,0,3857
4,2017,6,0,2152
4,2017,1,0,825
4,2017,4,0,22
4,2017,8,0,72
4,2017,7,0,166
4,2017,5,0,814
4,2018,3,0,6811
4,2018,1,0,828
4,2018,2,0,7941
4,2018,9,0,4189
4,2018,6,0,2522
4,2018,7,0,432
4,2018,8,0,22
4,2018,5,0,187
4,2018,4,0,5
5,1970,14,0,24
5,1970,7,0,11
5,1970,10,0,1
5,1970,3,0,20
5,1970,21,0,0
5,1970,4,0,7
5,1970,2,0,7
5,1970,6,0,50
5,1970,1,0,5
5,1970,8,0,0
5,1970,22,0,0
5,1970,15,0,3
5,1970,20,0,2
5,1970,19,0,0
5,1970,18,0,0
5,1970,12,0,0
5,1970,16,0,0
5,1970,9,0,0
5,1970,17,0,6
5,1970,13,0,0
5,1971,14,0,10
5,1971,3,0,25
5,1971,4,0,63
5,1971,12,0,1
5,1971,7,0,4
5,1971,8,0,0
5,1971,1,0,36
5,1971,2,0,3
5,1971,6,0,25
5,1971,10,0,0
5,1971,21,0,1
5,1971,15,0,0
5,1971,17,0,1
5,1971,22,0,1
5,1971,19,0,0
5,1971,18,0,1
5,1971,16,0,0
5,1971,11,0,1
5,1972,6,0,112
5,1972,1,0,18
5,1972,14,0,180
5,1972,4,0,160
5,1972,2,0,8
5,1972,3,0,26
5,1972,7,0,7
5,1972,12,0,0
5,1972,8,0,0
5,1972,19,0,1
5,1972,18,0,0
5,1972,11,0,1
5,1972,21,0,1
5,1972,17,0,23
5,1972,10,0,2
5,1972,22,0,1
5,1973,14,0,120
5,1973,4,0,79
5,1973,1,0,12
5,1973,2,0,12
5,1973,3,0,31
5,1973,13,0,0
5,1973,8,0,1
5,1973,15,0,8
5,1973,7,0,9
5,1973,6,0,69
5,1973,17,0,25
5,1973,11,0,0
5,1973,21,0,0
5,1973,12,0,1
5,1973,19,0,1
5,1973,10,0,0
5,1974,2,0,15
5,1974,1,0,78
5,1974,6,0,92
5,1974,4,0,63
5,1974,19,0,12
5,1974,14,0,197
5,1974,7,0,4
5,1974,3,0,26
5,1974,15,0,6
5,1974,11,0,0
5,1974,10,0,1
5,1974,21,0,0
5,1974,17,0,16
5,1974,8,0,25
5,1974,12,0,1
5,1974,20,0,0
5,1974,16,0,1
5,1975,6,0,19
5,1975,14,0,128
5,1975,1,0,106
5,1975,7,0,13
5,1975,3,0,45
5,1975,10,0,12
5,1975,4,0,172
5,1975,2,0,25
5,1975,15,0,1
5,1975,17,0,52
5,1975,8,0,0
5,1975,21,0,0
5,1975,18,0,0
5,1975,12,0,0
5,1975,19,0,29
5,1975,22,0,5
5,1975,9,0,0
5,1975,13,0,0
5,1975,11,0,0
5,1975,16,0,0
5,1975,20,0,8
5,1976,4,0,54
5,1976,2,0,23
5,1976,7,0,21
5,1976,3,0,116
5,1976,10,0,1
5,1976,14,0,156
5,1976,1,0,90
5,1976,19,0,5
5,1976,11,0,2
5,1976,15,0,1
5,1976,22,0,4
5,1976,6,0,114
5,1976,21,0,0
5,1976,12,0,0
5,1976,8,0,1
5,1976,17,0,53
5,1976,20,0,4
5,1976,18,0,1
5,1976,16,0,1
5,1977,8,0,6
5,1977,1,0,54
5,1977,10,0,5
5,1977,4,0,50
5,1977,16,0,0
5,1977,14,0,80
5,1977,6,0,112
5,1977,17,0,12
5,1977,2,0,35
5,1977,7,0,2
5,1977,19,0,3
5,1977,22,0,1
5,1977,3,0,60
5,1977,21,0,0
5,1977,20,0,13
5,1977,13,0,0
5,1977,5,0,0
5,1977,15,0,3
5,1977,18,0,4
5,1977,9,0,1
5,1978,14,0,77
5,1978,1,0,525
5,1978,2,0,92
5,1978,22,0,102
5,1978,15,0,15
5,1978,21,0,4
5,1978,7,0,13
5,1978,17,0,18
5,1978,10,0,25
5,1978,19,0,61
5,1978,3,0,136
5,1978,6,0,63
5,1978,5,0,0
5,1978,4,0,202
5,1978,8,0,17
5,1978,9,0,0
5,1978,12,0,3
5,1978,16,0,2
5,1978,20,0,20
5,1978,13,0,0
5,1978,18,0,2
5,1978,11,0,5
5,1979,10,0,17
5,1979,1,0,199
5,1979,2,0,231
5,1979,15,0,40
5,1979,3,0,256
5,1979,4,0,476
5,1979,14,0,322
5,1979,19,0,91
5,1979,8,0,26
5,1979,22,0,8
5,1979,21,0,19
5,1979,6,0,57
5,1979,17,0,25
5,1979,7,0,12
5,1979,16,0,0
5,1979,18,0,2
5,1979,20,0,29
5,1979,12,0,1
5,1979,5,0,0
5,1979,11,0,2
5,1979,9,0,0
5,1980,2,0,258
5,1980,1,0,425
5,1980,14,0,675
5,1980,4,0,1643
5,1980,10,0,34
5,1980,7,0,64
5,1980,8,0,78
5,1980,6,0,14
5,1980,3,0,523
5,1980,15,0,28
5,1980,17,0,34
5,1980,21,0,34
5,1980,19,0,190
5,1980,22,0,36
5,1980,20,0,113
5,1980,12,0,9
5,1980,9,0,1
5,1980,18,0,0
5,1980,5,0,0
5,1980,16,0,0
5,1981,17,0,46
5,1981,14,0,960
5,1981,16,0,3
5,1981,1,0,226
5,1981,20,0,37
5,1981,7,0,89
5,1981,6,0,16
5,1981,2,0,224
5,1981,21,0,25
5,1981,3,0,514
5,1981,10,0,13
5,1981,4,0,2130
5,1981,15,0,36
5,1981,19,0,159
5,1981,9,0,0
5,1981,8,0,30
5,1981,22,0,10
5,1981,11,0,0
5,1981,18,0,3
5,1981,12,0,1
5,1982,7,0,47
5,1982,2,0,165
5,1982,21,0,22
5,1982,14,0,1213
5,1982,10,0,87
5,1982,4,0,2329
5,1982,3,0,322
5,1982,1,0,150
5,1982,15,0,40
5,1982,17,0,97
5,1982,19,0,67
5,1982,6,0,18
5,1982,22,0,9
5,1982,16,0,2
5,1982,20,0,284
5,1982,5,0,0
5,1982,8,0,13
5,1982,12,0,1
5,1982,11,0,6
5,1982,9,0,0
5,1982,18,0,11
5,1983,2,0,199
5,1983,6,0,123
5,1983,19,0,356
5,1983,15,0,54
5,1983,14,0,1712
5,1983,21,0,42
5,1983,4,0,4572
5,1983,1,0,179
5,1983,3,0,495
5,1983,10,0,7
5,1983,22,0,2
5,1983,17,0,34
5,1983,8,0,23
5,1983,7,0,80
5,1983,16,0,2
5,1983,20,0,61
5,1983,9,0,0
5,1983,12,0,3
5,1983,11,0,1
5,1983,5,0,0
5,1983,18,0,0
5,1984,14,0,2917
5,1984,21,0,80
5,1984,3,0,696
5,1984,4,0,3568
5,1984,1,0,210
5,1984,10,0,11
5,1984,19,0,235
5,1984,2,0,246
5,1984,11,0,307
5,1984,7,0,40
5,1984,15,0,48
5,1984,5,0,0
5,1984,8,0,12
5,1984,6,0,41
5,1984,20,0,33
5,1984,17,0,30
5,1984,16,0,20
5,1984,12,0,3
5,1984,9,0,11
5,1984,22,0,14
5,1984,18,0,0
5,1985,4,0,2568
5,1985,3,0,486
5,1985,20,0,10
5,1985,19,0,87
5,1985,2,0,342
5,1985,14,0,1322
5,1985,7,0,12
5,1985,5,0,0
5,1985,21,0,21
5,1985,22,0,3
5,1985,1,0,370
5,1985,8,0,15
5,1985,10,0,52
5,1985,11,0,3
5,1985,15,0,59
5,1985,9,0,1
5,1985,13,0,4
5,1985,6,0,423
5,1985,17,0,127
5,1985,12,0,1
5,1985,16,0,33
5,1985,18,0,0
5,1986,15,0,107
5,1986,4,0,1306
5,1986,21,0,54
5,1986,19,0,469
5,1986,14,0,1111
5,1986,2,0,252
5,1986,20,0,59
5,1986,10,0,6
5,1986,1,0,555
