cat,year,type,count,killed
2,1996,9,4,0
2,1996,12,22,0
2,1997,3,293,0
2,1997,14,810,0
2,1997,5,18,0
2,1997,4,147,0
2,1997,2,468,0
2,1997,10,71,0
2,1997,19,167,0
2,1997,1,425,0
2,1997,15,99,0
2,1997,20,165,0
2,1997,6,25,0
2,1997,21,49,0
2,1997,17,44,0
2,1997,8,74,0
2,1997,7,51,0
2,1997,22,33,0
2,1997,12,28,0
2,1997,16,3,0
2,1997,18,20,0
2,1997,11,6,0
2,1997,9,1,0
2,1997,13,1,0
2,1998,4,73,0
2,1998,19,60,0
2,1998,14,275,0
2,1998,7,22,0
2,1998,3,98,0
2,1998,10,9,0
2,1998,1,121,0
2,1998,2,120,0
2,1998,15,40,0
2,1998,8,12,0
2,1998,5,9,0
2,1998,6,7,0
2,1998,9,2,0
2,1998,18,7,0
2,1998,21,15,0
2,1998,12,4,0
2,1998,17,6,0
2,1998,20,4,0
2,1998,16,1,0
2,1998,11,1,0
2,1998,13,1,0
2,1998,22,4,0
2,1999,14,368,0
2,1999,7,47,0
2,1999,8,39,0
2,1999,2,199,0
2,1999,15,40,0
2,1999,3,108,0
2,1999,4,149,0
2,1999,1,172,0
2,1999,19,58,0
2,1999,18,4,0
2,1999,22,12,0
2,1999,21,25,0
2,1999,10,31,0
2,1999,12,15,0
2,1999,6,12,0
2,1999,9,3,0
2,1999,5,9,0
2,1999,20,12,0
2,1999,17,26,0
2,1999,16,5,0
2,1999,11,6,0
2,2000,1,210,0
2,2000,3,160,0
2,2000,14,536,0
2,2000,21,20,0
2,2000,4,207,0
2,2000,22,11,0
2,2000,2,270,0
2,2000,19,80,0
2,2000,18,10,0
2,2000,7,50,0
2,2000,15,100,0
2,2000,5,6,0
2,2000,10,41,0
2,2000,12,13,0
2,2000,16,8,0
2,2000,17,9,0
2,2000,8,20,0
2,2000,6,15,0
2,2000,20,9,0
